transaction_id,timestamp,sender_account,receiver_account,amount,currency,transaction_type,sender_country,receiver_country,is_suspicious_injected
TXN303765,2024-01-23 06:10:47,ACC00158,ACC00065,248.54,USD,TRANSFER,CH,UK,False
TXN131394,2024-01-23 06:18:27,ACC00091,ACC00103,1062.04,USD,DEPOSIT,UK,DE,False
TXN943298,2024-01-23 08:43:47,ACC00192,ACC00087,2232.21,CHF,TRANSFER,DE,DE,False
TXN636265,2024-01-23 10:56:54,ACC00112,ACC00157,4737.75,CHF,WITHDRAWAL,US,PL,False
TXN557629,2024-01-23 12:42:40,ACC00181,ACC00120,1185.5,CHF,TRANSFER,UK,US,False
TXN514118,2024-01-23 15:45:36,ACC00005,ACC00002,1005.83,PLN,WITHDRAWAL,UK,UK,False
TXN420214,2024-01-23 17:01:17,ACC00031,ACC00063,923.52,USD,DEPOSIT,DE,CH,False
TXN155021,2024-01-23 18:52:33,ACC00122,ACC00046,270.45,EUR,PAYMENT,DE,UK,False
TXN559226,2024-01-23 21:53:06,ACC00036,ACC00030,3869.69,EUR,DEPOSIT,DE,US,False
TXN168553,2024-01-24 00:13:08,ACC00112,ACC00184,12614.41,USD,WITHDRAWAL,DE,DE,False
TXN954142,2024-01-24 00:42:05,ACC00008,ACC00192,415.55,USD,WITHDRAWAL,DE,DE,False
TXN189135,2024-01-24 03:35:43,ACC00169,ACC00175,2071.96,USD,PAYMENT,UK,CH,False
TXN430876,2024-01-24 05:09:55,ACC00185,ACC00050,655.85,USD,WITHDRAWAL,DE,UK,False
TXN583072,2024-01-24 06:46:52,ACC00036,ACC00151,6292.47,USD,DEPOSIT,DE,CH,False
TXN579285,2024-01-24 07:49:48,ACC00008,ACC00074,2070.2,CHF,TRANSFER,CH,US,False
TXN337701,2024-01-24 10:26:49,ACC00030,ACC00160,173.92,USD,PAYMENT,US,US,False
TXN573417,2024-01-24 11:55:13,ACC00113,ACC00134,484.65,USD,WITHDRAWAL,PL,US,False
TXN813702,2024-01-24 16:31:08,ACC00073,ACC00176,4335.06,CHF,DEPOSIT,CH,PL,False
TXN789525,2024-01-24 18:18:54,ACC00102,ACC00124,274.89,PLN,TRANSFER,US,CH,False
TXN724840,2024-01-24 19:45:01,ACC00029,ACC00119,2215.34,PLN,WITHDRAWAL,US,US,False
TXN888996,2024-01-24 21:57:15,ACC00026,ACC00037,78.41,CHF,DEPOSIT,UK,US,False
TXN498724,2024-01-24 23:59:41,ACC00107,ACC00115,527.73,EUR,PAYMENT,DE,DE,False
TXN595495,2024-01-25 02:42:23,ACC00164,ACC00163,1499.03,EUR,PAYMENT,DE,UK,False
TXN386488,2024-01-25 04:05:44,ACC00168,ACC00085,4018.37,EUR,PAYMENT,UK,UK,False
TXN992512,2024-01-25 05:02:25,ACC00183,ACC00133,1207.64,EUR,TRANSFER,DE,US,False
TXN188720,2024-01-25 05:13:26,ACC00193,ACC00009,442.12,EUR,DEPOSIT,CH,DE,False
TXN387782,2024-01-25 07:20:09,ACC00163,ACC00142,168.73,EUR,TRANSFER,CH,DE,False
TXN305821,2024-01-25 10:25:27,ACC00192,ACC00147,2886.57,USD,WITHDRAWAL,DE,DE,False
TXN136489,2024-01-25 12:16:28,ACC00174,ACC00113,165.45,PLN,WITHDRAWAL,US,US,False
TXN654531,2024-01-25 17:28:49,ACC00138,ACC00101,242.49,USD,TRANSFER,PL,US,False
TXN408823,2024-01-25 17:29:11,ACC00188,ACC00177,13776.4,USD,TRANSFER,CH,UK,False
TXN550664,2024-01-25 17:56:21,ACC00142,ACC00038,1783.13,PLN,DEPOSIT,US,PL,False
TXN471581,2024-01-25 17:58:26,ACC00100,ACC00110,957.38,CHF,WITHDRAWAL,US,PL,False
TXN145939,2024-01-25 19:44:24,ACC00185,ACC00040,755.19,USD,PAYMENT,CH,US,False
TXN109724,2024-01-25 20:16:56,ACC00046,ACC00146,411.31,USD,WITHDRAWAL,UK,PL,False
TXN839056,2024-01-25 20:47:34,ACC00179,ACC00102,6265.52,CHF,PAYMENT,CH,UK,False
TXN320034,2024-01-26 06:51:39,ACC00079,ACC00033,3125.45,PLN,PAYMENT,PL,PL,False
TXN780301,2024-01-26 08:20:59,ACC00063,ACC00181,5488.71,PLN,WITHDRAWAL,PL,US,False
TXN794622,2024-01-26 09:08:41,ACC00016,ACC00113,181.85,USD,DEPOSIT,US,US,False
TXN518084,2024-01-26 09:24:51,ACC00188,ACC00089,127.26,EUR,TRANSFER,US,DE,False
TXN675898,2024-01-26 10:33:57,ACC00053,ACC00070,468.98,EUR,PAYMENT,UK,PL,False
TXN699166,2024-01-26 11:09:10,ACC00116,ACC00047,1788.62,USD,TRANSFER,US,DE,False
TXN520217,2024-01-26 11:24:16,ACC00097,ACC00169,8608.35,EUR,TRANSFER,PL,PL,False
TXN958620,2024-01-26 11:35:10,ACC00020,ACC00031,4389.41,PLN,PAYMENT,US,US,False
TXN663706,2024-01-26 13:45:15,ACC00061,ACC00098,90.58,CHF,TRANSFER,PL,UK,False
TXN873964,2024-01-26 18:35:20,ACC00192,ACC00195,2352.16,EUR,TRANSFER,UK,US,False
TXN495972,2024-01-26 20:50:04,ACC00179,ACC00116,53334.86,USD,WITHDRAWAL,US,UK,False
TXN444656,2024-01-27 01:43:46,ACC00114,ACC00191,843.5,EUR,DEPOSIT,PL,CH,False
TXN561809,2024-01-27 02:22:28,ACC00107,ACC00139,1683.0,PLN,DEPOSIT,UK,UK,False
TXN268956,2024-01-27 03:51:34,ACC00147,ACC00153,5942.28,PLN,WITHDRAWAL,PL,DE,False
TXN566453,2024-01-27 05:40:51,ACC00070,ACC00142,1036.44,USD,PAYMENT,CH,UK,False
TXN906325,2024-01-27 07:08:39,ACC00105,ACC00047,321.39,CHF,DEPOSIT,UK,UK,False
TXN312559,2024-01-27 10:19:37,ACC00060,ACC00020,1156.2,PLN,WITHDRAWAL,PL,DE,False
TXN723266,2024-01-27 10:23:09,ACC00111,ACC00168,4058.14,EUR,DEPOSIT,CH,DE,False
TXN619364,2024-01-27 11:40:58,ACC00144,ACC00191,1214.13,USD,WITHDRAWAL,US,US,False
TXN384815,2024-01-27 15:44:18,ACC00144,ACC00180,3711.88,PLN,WITHDRAWAL,DE,PL,False
TXN725397,2024-01-27 18:30:29,ACC00100,ACC00109,7021.45,CHF,PAYMENT,DE,UK,False
TXN449663,2024-01-27 20:09:28,ACC00155,ACC00164,1121.06,USD,PAYMENT,UK,CH,False
TXN263690,2024-01-27 21:01:44,ACC00118,ACC00092,1316.87,EUR,DEPOSIT,CH,DE,False
TXN200707,2024-01-27 21:58:07,ACC00097,ACC00113,1299.72,CHF,DEPOSIT,CH,US,False
TXN956721,2024-01-27 23:23:56,ACC00024,ACC00057,437.39,PLN,WITHDRAWAL,DE,UK,False
TXN492901,2024-01-27 23:33:17,ACC00143,ACC00008,2533.84,USD,DEPOSIT,PL,UK,False
TXN888371,2024-01-28 02:20:47,ACC00051,ACC00147,782.67,USD,DEPOSIT,PL,PL,False
TXN970840,2024-01-28 02:49:02,ACC00179,ACC00032,2123.27,EUR,PAYMENT,DE,CH,False
TXN566532,2024-01-28 03:46:18,ACC00169,ACC00137,3031.73,CHF,DEPOSIT,CH,US,False
TXN269695,2024-01-28 03:51:43,ACC00169,ACC00113,417.68,EUR,PAYMENT,PL,US,False
TXN813824,2024-01-28 04:07:07,ACC00170,ACC00082,1177.44,PLN,PAYMENT,US,US,False
TXN482986,2024-01-28 10:24:03,ACC00008,ACC00039,626.88,PLN,WITHDRAWAL,PL,PL,False
TXN682032,2024-01-28 10:50:59,ACC00003,ACC00143,8251.33,PLN,TRANSFER,PL,CH,False
TXN765181,2024-01-28 11:35:13,ACC00050,ACC00014,1143.98,USD,WITHDRAWAL,PL,DE,False
TXN384218,2024-01-28 11:42:09,ACC00141,ACC00082,421.32,EUR,WITHDRAWAL,DE,PL,False
TXN304344,2024-01-28 12:24:32,ACC00102,ACC00132,5920.46,USD,TRANSFER,DE,US,False
TXN187651,2024-01-28 12:32:47,ACC00163,ACC00046,10616.61,PLN,DEPOSIT,UK,PL,False
TXN316174,2024-01-28 18:50:15,ACC00178,ACC00033,11479.13,EUR,PAYMENT,UK,DE,False
TXN287082,2024-01-28 19:20:39,ACC00082,ACC00195,3321.65,PLN,WITHDRAWAL,UK,CH,False
TXN579798,2024-01-28 19:28:22,ACC00105,ACC00147,26.91,EUR,WITHDRAWAL,PL,UK,False
TXN857537,2024-01-28 23:48:46,ACC00117,ACC00004,173.07,CHF,WITHDRAWAL,PL,UK,False
TXN392003,2024-01-29 02:12:03,ACC00110,ACC00188,439.36,PLN,DEPOSIT,DE,DE,False
TXN762398,2024-01-29 03:02:31,ACC00074,ACC00120,106.17,USD,DEPOSIT,UK,CH,False
TXN488802,2024-01-29 03:41:10,ACC00121,ACC00078,432.13,EUR,DEPOSIT,US,US,False
TXN907455,2024-01-29 04:27:33,ACC00035,ACC00112,1648.08,USD,DEPOSIT,PL,CH,False
TXN930958,2024-01-29 08:08:34,ACC00047,ACC00106,649.44,PLN,DEPOSIT,US,DE,False
TXN140147,2024-01-29 11:54:23,ACC00084,ACC00097,2081.39,PLN,PAYMENT,CH,PL,False
TXN252698,2024-01-29 14:58:33,ACC00139,ACC00200,1171.12,CHF,DEPOSIT,CH,US,False
TXN577924,2024-01-29 15:03:07,ACC00128,ACC00176,483.3,EUR,WITHDRAWAL,PL,CH,False
TXN790601,2024-01-29 15:21:28,ACC00118,ACC00001,1412.31,USD,WITHDRAWAL,US,US,False
TXN121734,2024-01-29 17:15:56,ACC00187,ACC00164,262.44,CHF,WITHDRAWAL,DE,US,False
TXN417672,2024-01-29 19:25:24,ACC00055,ACC00151,569.88,PLN,DEPOSIT,US,CH,False
TXN579187,2024-01-29 22:06:49,ACC00122,ACC00134,171.28,USD,DEPOSIT,CH,US,False
TXN720517,2024-01-29 22:14:56,ACC00149,ACC00057,111.24,PLN,PAYMENT,PL,PL,False
TXN546390,2024-01-30 06:32:04,ACC00168,ACC00047,437.62,EUR,DEPOSIT,UK,UK,False
TXN245095,2024-01-30 06:55:18,ACC00139,ACC00021,3762.56,USD,PAYMENT,DE,DE,False
TXN733870,2024-01-30 08:11:27,ACC00022,ACC00012,13424.77,USD,PAYMENT,CH,US,False
TXN917823,2024-01-30 11:18:18,ACC00135,ACC00155,4542.76,PLN,DEPOSIT,CH,DE,False
TXN850870,2024-01-30 12:36:33,ACC00058,ACC00194,2019.45,CHF,WITHDRAWAL,US,PL,False
TXN643269,2024-01-30 17:06:13,ACC00015,ACC00033,235.9,EUR,WITHDRAWAL,DE,US,False
TXN847960,2024-01-30 17:55:31,ACC00008,ACC00158,332.27,USD,WITHDRAWAL,PL,UK,False
TXN790658,2024-01-30 22:21:34,ACC00062,ACC00066,446.26,CHF,PAYMENT,PL,UK,False
TXN495019,2024-01-30 22:52:11,ACC00034,ACC00154,35312.34,USD,WITHDRAWAL,CH,DE,False
TXN861894,2024-01-31 00:07:44,ACC00151,ACC00192,4652.05,CHF,TRANSFER,UK,CH,False
TXN305222,2024-01-31 01:04:05,ACC00184,ACC00121,153.28,USD,TRANSFER,PL,CH,False
TXN610311,2024-01-31 01:24:19,ACC00170,ACC00185,175.69,USD,DEPOSIT,DE,PL,False
TXN656937,2024-01-31 02:28:15,ACC00042,ACC00018,429.56,CHF,DEPOSIT,US,CH,False
TXN848301,2024-01-31 02:40:37,ACC00166,ACC00177,19361.6,CHF,TRANSFER,US,UK,False
TXN232250,2024-01-31 04:52:41,ACC00028,ACC00006,2349.02,EUR,TRANSFER,DE,PL,False
TXN443005,2024-01-31 10:24:05,ACC00187,ACC00020,649.38,EUR,DEPOSIT,UK,CH,False
TXN673149,2024-01-31 16:13:11,ACC00074,ACC00175,2399.25,PLN,PAYMENT,US,CH,False
TXN678719,2024-02-01 02:17:11,ACC00133,ACC00045,2293.6,EUR,PAYMENT,UK,DE,False
TXN962392,2024-02-01 02:49:58,ACC00037,ACC00125,3998.16,USD,PAYMENT,DE,UK,False
TXN923690,2024-02-01 06:00:47,ACC00069,ACC00194,252.61,EUR,DEPOSIT,DE,PL,False
TXN147694,2024-02-01 08:15:16,ACC00131,ACC00073,100.54,PLN,DEPOSIT,PL,UK,False
TXN982393,2024-02-01 08:18:22,ACC00149,ACC00171,986.59,PLN,TRANSFER,PL,UK,False
TXN409967,2024-02-01 08:30:58,ACC00081,ACC00044,1091.1,PLN,DEPOSIT,CH,US,False
TXN114286,2024-02-01 11:24:31,ACC00033,ACC00195,1170.75,PLN,WITHDRAWAL,DE,UK,False
TXN666091,2024-02-01 13:45:35,ACC00096,ACC00116,412.02,EUR,TRANSFER,PL,UK,False
TXN129942,2024-02-01 20:24:59,ACC00103,ACC00153,1230.63,USD,DEPOSIT,CH,CH,False
TXN426720,2024-02-02 03:59:58,ACC00197,ACC00151,4317.26,USD,PAYMENT,UK,UK,False
TXN823566,2024-02-02 09:58:35,ACC00111,ACC00007,491.28,PLN,WITHDRAWAL,CH,CH,False
TXN784781,2024-02-02 12:03:18,ACC00159,ACC00075,444.94,PLN,TRANSFER,UK,US,False
TXN200617,2024-02-02 12:06:58,ACC00132,ACC00022,42985.92,PLN,TRANSFER,DE,DE,False
TXN153097,2024-02-02 14:53:11,ACC00011,ACC00120,725.91,CHF,PAYMENT,UK,PL,False
TXN668096,2024-02-02 15:39:49,ACC00030,ACC00026,4348.02,EUR,WITHDRAWAL,DE,US,False
TXN911117,2024-02-02 17:45:35,ACC00054,ACC00196,2606.09,USD,PAYMENT,PL,DE,False
TXN993209,2024-02-02 18:27:35,ACC00068,ACC00181,106.18,PLN,PAYMENT,CH,UK,False
TXN372935,2024-02-02 23:38:06,ACC00149,ACC00046,1568.98,CHF,DEPOSIT,UK,DE,False
TXN778636,2024-02-03 02:38:41,ACC00036,ACC00171,51.56,EUR,DEPOSIT,UK,CH,False
TXN740916,2024-02-03 03:28:12,ACC00025,ACC00118,235.15,PLN,TRANSFER,PL,UK,False
TXN352373,2024-02-03 03:52:17,ACC00191,ACC00169,663.7,USD,PAYMENT,UK,US,False
TXN261684,2024-02-03 05:51:09,ACC00152,ACC00149,12690.6,EUR,TRANSFER,PL,PL,False
TXN395548,2024-02-03 08:31:20,ACC00184,ACC00050,1474.98,PLN,TRANSFER,DE,CH,False
TXN923982,2024-02-03 08:32:24,ACC00197,ACC00102,485.89,USD,WITHDRAWAL,US,CH,False
TXN111583,2024-02-03 08:45:57,ACC00095,ACC00134,363.84,EUR,PAYMENT,UK,DE,False
TXN788065,2024-02-03 10:50:22,ACC00196,ACC00119,794.42,PLN,PAYMENT,CH,UK,False
TXN547389,2024-02-03 13:20:23,ACC00098,ACC00176,34.71,EUR,WITHDRAWAL,DE,US,False
TXN347625,2024-02-03 14:38:12,ACC00140,ACC00179,112.89,PLN,PAYMENT,PL,CH,False
TXN439075,2024-02-03 17:08:06,ACC00028,ACC00093,3857.35,PLN,PAYMENT,US,PL,False
TXN614117,2024-02-03 17:49:53,ACC00162,ACC00117,679.54,CHF,TRANSFER,PL,US,False
TXN397901,2024-02-03 19:34:55,ACC00051,ACC00052,12818.89,USD,DEPOSIT,DE,US,False
TXN760957,2024-02-03 21:12:25,ACC00033,ACC00060,1325.53,USD,TRANSFER,DE,PL,False
TXN280795,2024-02-03 21:52:10,ACC00041,ACC00109,8618.42,USD,WITHDRAWAL,US,PL,False
TXN197362,2024-02-04 00:00:36,ACC00152,ACC00032,1049.54,PLN,WITHDRAWAL,DE,PL,False
TXN350940,2024-02-04 00:32:32,ACC00095,ACC00187,471.89,CHF,WITHDRAWAL,US,DE,False
TXN535686,2024-02-04 02:32:31,ACC00084,ACC00193,375.58,USD,WITHDRAWAL,CH,US,False
TXN861945,2024-02-04 02:49:05,ACC00040,ACC00143,2531.88,EUR,PAYMENT,UK,US,False
TXN221445,2024-02-04 05:07:32,ACC00170,ACC00109,1218.14,CHF,DEPOSIT,PL,US,False
TXN935456,2024-02-04 08:18:38,ACC00114,ACC00062,87.78,CHF,TRANSFER,CH,US,False
TXN491246,2024-02-04 08:23:28,ACC00118,ACC00110,526.75,USD,PAYMENT,UK,US,False
TXN851763,2024-02-04 11:01:22,ACC00034,ACC00089,1488.01,EUR,TRANSFER,PL,DE,False
TXN567773,2024-02-04 11:35:59,ACC00126,ACC00154,73.16,CHF,DEPOSIT,US,DE,False
TXN577092,2024-02-04 13:49:23,ACC00056,ACC00158,470.54,CHF,DEPOSIT,DE,UK,False
TXN586819,2024-02-04 18:11:36,ACC00128,ACC00134,414.09,EUR,DEPOSIT,CH,UK,False
TXN174589,2024-02-04 19:04:06,ACC00091,ACC00023,849.56,CHF,DEPOSIT,UK,US,False
TXN536525,2024-02-04 19:15:09,ACC00003,ACC00083,438.06,USD,PAYMENT,PL,PL,False
TXN134500,2024-02-04 19:51:09,ACC00145,ACC00170,2389.93,EUR,TRANSFER,DE,CH,False
TXN107574,2024-02-04 20:07:28,ACC00021,ACC00002,1931.05,PLN,DEPOSIT,UK,UK,False
TXN542223,2024-02-04 20:36:51,ACC00009,ACC00068,1886.08,USD,PAYMENT,CH,PL,False
TXN218669,2024-02-04 21:47:43,ACC00185,ACC00129,534.79,USD,PAYMENT,UK,US,False
TXN561834,2024-02-04 21:56:49,ACC00081,ACC00017,145.62,EUR,DEPOSIT,US,UK,False
TXN672133,2024-02-04 22:31:17,ACC00052,ACC00153,326.21,PLN,PAYMENT,DE,UK,False
TXN189991,2024-02-05 00:08:05,ACC00120,ACC00028,820.17,PLN,PAYMENT,UK,DE,False
TXN790982,2024-02-05 00:36:22,ACC00121,ACC00157,2161.5,EUR,WITHDRAWAL,US,CH,False
TXN508486,2024-02-05 01:59:41,ACC00082,ACC00194,1345.88,EUR,PAYMENT,UK,CH,False
TXN608473,2024-02-05 02:37:54,ACC00180,ACC00061,639.74,PLN,DEPOSIT,PL,DE,False
TXN685365,2024-02-05 04:09:15,ACC00044,ACC00170,4961.38,EUR,TRANSFER,UK,DE,False
TXN485456,2024-02-05 07:39:55,ACC00022,ACC00108,4887.32,CHF,PAYMENT,CH,DE,False
TXN133955,2024-02-05 08:33:44,ACC00198,ACC00146,4115.27,EUR,WITHDRAWAL,CH,PL,False
TXN341026,2024-02-05 13:30:01,ACC00039,ACC00014,3266.4,PLN,PAYMENT,US,DE,False
TXN607216,2024-02-05 17:42:24,ACC00077,ACC00105,417.66,USD,DEPOSIT,CH,UK,False
TXN224138,2024-02-05 18:07:56,ACC00137,ACC00186,161.56,EUR,WITHDRAWAL,PL,US,False
TXN497753,2024-02-05 19:29:28,ACC00058,ACC00053,282.72,CHF,TRANSFER,US,PL,False
TXN362847,2024-02-05 20:25:22,ACC00064,ACC00058,1254.35,EUR,DEPOSIT,UK,CH,False
TXN309740,2024-02-05 21:08:44,ACC00053,ACC00152,5294.0,EUR,TRANSFER,PL,DE,False
TXN190615,2024-02-06 01:13:59,ACC00047,ACC00188,101.88,EUR,TRANSFER,DE,PL,False
TXN673338,2024-02-06 03:34:18,ACC00042,ACC00121,372.88,PLN,PAYMENT,CH,UK,False
TXN293411,2024-02-06 04:37:33,ACC00104,ACC00163,151.36,CHF,PAYMENT,PL,CH,False
TXN492850,2024-02-06 04:41:13,ACC00044,ACC00047,178.66,USD,WITHDRAWAL,UK,DE,False
TXN505205,2024-02-06 13:43:18,ACC00017,ACC00138,1413.81,CHF,TRANSFER,US,CH,False
TXN886553,2024-02-06 14:07:44,ACC00126,ACC00092,6321.26,USD,PAYMENT,PL,DE,False
TXN715855,2024-02-06 17:16:47,ACC00196,ACC00158,808.05,EUR,WITHDRAWAL,US,DE,False
TXN216041,2024-02-06 19:26:47,ACC00182,ACC00051,4410.57,EUR,TRANSFER,DE,UK,False
TXN767542,2024-02-06 22:04:45,ACC00091,ACC00057,1553.68,EUR,WITHDRAWAL,PL,PL,False
TXN300896,2024-02-06 22:26:15,ACC00028,ACC00065,444.72,CHF,WITHDRAWAL,UK,DE,False
TXN432951,2024-02-06 23:19:19,ACC00181,ACC00134,695.92,PLN,TRANSFER,DE,DE,False
TXN215233,2024-02-07 01:07:09,ACC00147,ACC00181,430.93,PLN,PAYMENT,US,UK,False
TXN352674,2024-02-07 06:28:05,ACC00135,ACC00039,1065.79,EUR,DEPOSIT,US,UK,False
TXN861485,2024-02-07 07:43:22,ACC00042,ACC00075,1775.85,CHF,DEPOSIT,UK,DE,False
TXN716366,2024-02-07 09:01:40,ACC00133,ACC00085,2837.46,PLN,TRANSFER,PL,CH,False
TXN776930,2024-02-07 09:42:31,ACC00163,ACC00180,7728.05,EUR,WITHDRAWAL,UK,DE,False
TXN271742,2024-02-07 12:39:21,ACC00122,ACC00036,1144.22,USD,TRANSFER,UK,PL,False
TXN404598,2024-02-07 14:02:01,ACC00060,ACC00183,500.55,PLN,TRANSFER,PL,UK,False
TXN975679,2024-02-07 16:10:51,ACC00080,ACC00122,97.6,EUR,PAYMENT,UK,US,False
TXN270249,2024-02-07 17:10:08,ACC00099,ACC00146,439.54,CHF,DEPOSIT,US,CH,False
TXN689107,2024-02-07 19:09:34,ACC00014,ACC00147,615.25,EUR,DEPOSIT,PL,UK,False
TXN937803,2024-02-07 21:23:02,ACC00139,ACC00138,3685.22,PLN,PAYMENT,PL,US,False
TXN287214,2024-02-08 01:22:05,ACC00142,ACC00063,13582.69,PLN,WITHDRAWAL,US,PL,False
TXN664781,2024-02-08 03:26:20,ACC00072,ACC00036,240.29,EUR,TRANSFER,PL,PL,False
TXN368402,2024-02-08 07:21:11,ACC00027,ACC00039,138.86,USD,WITHDRAWAL,PL,DE,False
TXN295472,2024-02-08 14:49:32,ACC00137,ACC00023,2539.41,CHF,TRANSFER,PL,DE,False
TXN135138,2024-02-08 16:14:43,ACC00064,ACC00190,1471.1,CHF,TRANSFER,CH,DE,False
TXN604967,2024-02-08 16:30:51,ACC00069,ACC00072,317.25,PLN,DEPOSIT,CH,US,False
TXN296790,2024-02-08 16:39:16,ACC00080,ACC00181,1037.37,PLN,PAYMENT,US,PL,False
TXN359295,2024-02-08 17:05:17,ACC00194,ACC00008,516.65,PLN,WITHDRAWAL,DE,DE,False
TXN659711,2024-02-08 17:20:15,ACC00002,ACC00011,1913.56,EUR,TRANSFER,US,CH,False
TXN904950,2024-02-08 17:46:06,ACC00036,ACC00176,578.51,EUR,WITHDRAWAL,UK,CH,False
TXN701975,2024-02-08 20:02:27,ACC00151,ACC00077,714.08,PLN,PAYMENT,DE,US,False
TXN615060,2024-02-08 20:53:55,ACC00074,ACC00179,530.41,PLN,WITHDRAWAL,PL,UK,False
TXN373553,2024-02-08 22:27:00,ACC00087,ACC00109,7908.34,EUR,TRANSFER,DE,DE,False
TXN436467,2024-02-08 22:39:23,ACC00164,ACC00054,2295.43,USD,DEPOSIT,US,CH,False
TXN354415,2024-02-09 02:18:18,ACC00116,ACC00151,12710.04,EUR,PAYMENT,PL,US,False
TXN556542,2024-02-09 05:00:43,ACC00021,ACC00176,1645.31,USD,DEPOSIT,US,PL,False
TXN630041,2024-02-09 06:07:07,ACC00016,ACC00142,3050.1,USD,WITHDRAWAL,US,CH,False
TXN459536,2024-02-09 12:49:56,ACC00054,ACC00185,549.52,EUR,PAYMENT,US,PL,False
TXN824042,2024-02-09 14:12:14,ACC00039,ACC00107,802.57,CHF,PAYMENT,PL,DE,False
TXN587002,2024-02-09 14:48:58,ACC00107,ACC00125,9527.24,EUR,WITHDRAWAL,US,US,False
TXN621724,2024-02-09 15:04:02,ACC00042,ACC00008,44.54,EUR,PAYMENT,US,US,False
TXN373432,2024-02-09 15:55:00,ACC00134,ACC00081,3319.93,EUR,WITHDRAWAL,US,UK,False
TXN813341,2024-02-09 21:14:25,ACC00114,ACC00030,688.56,CHF,TRANSFER,CH,UK,False
TXN662050,2024-02-10 00:57:55,ACC00147,ACC00043,1457.35,PLN,DEPOSIT,DE,CH,False
TXN997935,2024-02-10 02:51:12,ACC00034,ACC00112,650.03,USD,DEPOSIT,DE,UK,False
TXN132390,2024-02-10 04:43:25,ACC00076,ACC00017,801.25,CHF,PAYMENT,DE,CH,False
TXN681128,2024-02-10 05:25:23,ACC00018,ACC00197,354.03,USD,WITHDRAWAL,US,DE,False
TXN972837,2024-02-10 06:54:09,ACC00128,ACC00049,645.65,CHF,DEPOSIT,US,CH,False
TXN277477,2024-02-10 07:52:02,ACC00025,ACC00145,758.17,CHF,WITHDRAWAL,PL,DE,False
TXN250616,2024-02-10 08:20:33,ACC00154,ACC00023,192.95,EUR,PAYMENT,CH,US,False
TXN941356,2024-02-10 17:51:29,ACC00016,ACC00154,448.77,EUR,DEPOSIT,CH,UK,False
TXN635392,2024-02-10 17:55:22,ACC00156,ACC00138,527.49,PLN,TRANSFER,DE,PL,False
TXN400850,2024-02-10 19:31:20,ACC00001,ACC00079,3710.01,CHF,DEPOSIT,UK,UK,False
TXN411870,2024-02-10 20:28:19,ACC00194,ACC00061,157.27,USD,PAYMENT,US,UK,False
TXN458224,2024-02-10 21:34:42,ACC00170,ACC00083,2511.75,CHF,DEPOSIT,PL,DE,False
TXN354276,2024-02-10 22:06:26,ACC00142,ACC00108,289.68,USD,TRANSFER,DE,PL,False
TXN275409,2024-02-10 22:39:49,ACC00186,ACC00164,5785.18,EUR,TRANSFER,US,PL,False
TXN237579,2024-02-11 00:13:04,ACC00058,ACC00188,1606.21,PLN,WITHDRAWAL,PL,US,False
TXN671598,2024-02-11 00:20:17,ACC00098,ACC00113,840.99,USD,PAYMENT,DE,DE,False
TXN156704,2024-02-11 01:37:41,ACC00122,ACC00055,913.59,PLN,PAYMENT,US,US,False
TXN879233,2024-02-11 03:21:32,ACC00097,ACC00033,78.16,CHF,TRANSFER,DE,UK,False
TXN611233,2024-02-11 04:33:00,ACC00084,ACC00047,1709.88,EUR,DEPOSIT,US,US,False
TXN163194,2024-02-11 06:12:26,ACC00020,ACC00128,6142.31,PLN,WITHDRAWAL,UK,UK,False
TXN623452,2024-02-11 08:25:55,ACC00048,ACC00149,103.07,CHF,DEPOSIT,CH,CH,False
TXN604740,2024-02-11 12:08:04,ACC00105,ACC00126,224.4,CHF,TRANSFER,DE,UK,False
TXN672130,2024-02-11 12:58:38,ACC00062,ACC00146,1447.01,CHF,DEPOSIT,US,UK,False
TXN885851,2024-02-11 14:11:36,ACC00133,ACC00187,225.76,PLN,PAYMENT,PL,UK,False
TXN608993,2024-02-11 14:24:57,ACC00072,ACC00173,1926.67,USD,PAYMENT,DE,UK,False
TXN544692,2024-02-11 14:35:21,ACC00091,ACC00099,390.03,USD,PAYMENT,PL,US,False
TXN205149,2024-02-11 15:26:50,ACC00180,ACC00042,20.56,CHF,DEPOSIT,CH,CH,False
TXN599387,2024-02-11 16:58:04,ACC00109,ACC00034,136.41,CHF,TRANSFER,US,CH,False
TXN460765,2024-02-11 17:21:38,ACC00149,ACC00184,5793.84,CHF,TRANSFER,DE,UK,False
TXN176168,2024-02-11 18:49:51,ACC00092,ACC00063,357.52,EUR,DEPOSIT,DE,US,False
TXN533476,2024-02-11 20:50:21,ACC00096,ACC00085,411.12,USD,TRANSFER,PL,PL,False
TXN665979,2024-02-12 04:32:52,ACC00113,ACC00060,2814.44,PLN,WITHDRAWAL,CH,US,False
TXN552202,2024-02-12 09:45:17,ACC00139,ACC00198,1175.74,PLN,PAYMENT,US,PL,False
TXN470711,2024-02-12 10:35:31,ACC00122,ACC00081,3195.5,EUR,WITHDRAWAL,DE,UK,False
TXN216478,2024-02-12 15:18:57,ACC00166,ACC00064,2110.84,PLN,TRANSFER,PL,CH,False
TXN581061,2024-02-12 17:43:21,ACC00100,ACC00055,1239.85,PLN,DEPOSIT,CH,US,False
TXN993884,2024-02-12 18:50:30,ACC00067,ACC00079,156.77,EUR,DEPOSIT,CH,PL,False
